ID,name,loc,country,country_id,rank_raw,rank,scholarship,status,research_output,student_faculty_ratio,int_students,size,total_faculty,link,admission_raw,city,tuition_fee_raw,currency,exchange_rate,fee_min,fee_max,fee_avg,fee_min_usd,fee_max_usd,fee_avg_usd
15,"Nanyang Technological University, Singapore (NTU Singapore)","Nanyang Technological University, Singapore (NTU Singapore), , Singapore",Singapore,87,15,15,,Public,Very High,7,8089,L,"3,844",https://www.topuniversities.com/universities/nanyang-technological-university-singapore-ntu-singapore,"BSC:
- IELTS: 6+
- TOEFL: 90+
- PTE Academic: 55+
- SAT: 1250+",,43700,SGD,0.73,43700,43700,43700,31901,31901,31901
16,Cornell University,"Ithaca Campus, Ithaca, United States +5",United States,104,16,16,Yes,Private,Very High,8,6352,L,"2,999",https://www.topuniversities.com/universities/cornell-university,"BSC:
- SAT: 1390+
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GMAT: 650+
- GRE: 316+
- GPA: 3+
- IELTS: 7+
- TOEFL: 77+",Ithaca,65204,USD,1,65204,65204,65204,65204,65204,65204
17,The University of Hong Kong,"HKU Main Campus, Hong Kong, Hong Kong SAR +4",Hong Kong SAR,36,17,17,Yes,Public,Very High,7,8468,L,"2,798",https://www.topuniversities.com/universities/university-hong-kong,,Hong Kong,"198,000 - 218,000",HKD,0.13,198000,218000,208000,25740,28340,27040
18,The University of Sydney,"Camperdown/Darlington Campus, Sydney, Australia +6",Australia,3,18,18,Yes,Public,Very High,15,29015,XL,,https://www.topuniversities.com/universities/university-sydney,"BSC:
- IELTS: 6.5+
- ATAR: 70+
- GMAT: +
- GPA: 2.5+
- SAT: 1050+
- TOEFL: 85+

MSC:
- TOEFL: 85+
- IELTS: 6.5+
- GPA: 2.8+",Sydney,"46,900 - 53,600",AUD,0.66,46900,53600,50250,30954,35376,33165
19,The University of New South Wales (UNSW Sydney),"Main Campus (Kensington), Sydney, Australia +2",Australia,3,19,19,Yes,Public,Very High,11,16420,XL,"3,321",https://www.topuniversities.com/universities/university-new-south-wales-unsw-sydney,"BSC:
- SAT: 1130+
- ATAR: 75+
- IELTS: 6.5+
- TOEFL: 90+

MSC:
- GMAT: 550+
- IELTS: 6.5+
- TOEFL: 90+",Sydney,58560,AUD,0.66,58560,58560,58560,38649.6,38649.6,38649.6
20,Tsinghua University,"Tsinghua University, Beijing, China (Mainland) +1",China (Mainland),16,20,20,,Public,Very High,6,4017,XL,"6,613",https://www.topuniversities.com/universities/tsinghua-university,,Beijing,"26,100 - 70,000",CNY,0.14,26100,70000,48050,3654,9800,6727
21,University of Chicago,"University of Chicago Chicago, United States",United States,104,21,21,Yes,Private,Very High,6,5527,L,"2,963",https://www.topuniversities.com/universities/university-chicago,"BSC:
- SAT: 1020+
- GMAT: 610+
- GPA: 2.7+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GMAT: 610+
- GRE: 320+
- GPA: 2.7+
- IELTS: 7+
- TOEFL: 104+",University of Chicago Chicago,67446,USD,1,67446,67446,67446,67446,67446,67446
22,Princeton University,"Princeton University Princeton, United States",United States,104,22,22,,Private,Very High,8,2052,M,"1,077",https://www.topuniversities.com/universities/princeton-university,"BSC:
- SAT: 1460+
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GRE: 260+
- IELTS: 7+
- TOEFL: 100+",Princeton University Princeton,65210,USD,1,65210,65210,65210,65210,65210,65210
23,EPFL – École polytechnique fédérale de Lausanne,"EPFL Lausanne, Switzerland",Switzerland,95,26,26,Yes,Public,Very High,6,7172,M,,https://www.topuniversities.com/universities/epfl-ecole-polytechnique-federale-de-lausanne,"BSC:
- IELTS: 5.5+

MSC:
- GPA: 4.5+
- IELTS: 5.5+
- TOEFL: 72+",EPFL Lausanne,4300,CHF,1.11,4300,4300,4300,4773,4773,4773
24,The University of Edinburgh,"Central Campus, Edinburgh, United Kingdom +4",United Kingdom,103,27,27,Yes,Public,Very High,8,17725,XL,"4,846",https://www.topuniversities.com/universities/university-edinburgh,"BSC:
- SAT: 1290+
- ATAR: 92+
- IELTS: 6.5+
- TOEFL: 92+",Edinburgh,"28,000 - 51,961",GBP,1.25,28000,51961,39980.5,35000,64951.25,49975.625
25,Technical University of Munich,"Downtown campus, Munich, Germany +4",Germany,34,28,28,,Public,Very High,14,15078,XL,"2,552",https://www.topuniversities.com/universities/technical-university-munich,,Munich,"2,000 - 3,000",EUR,1.08,2000,3000,2500,2160,3240,2700
26,McGill University,"Downtown, Montreal, Canada +1",Canada,14,29,29,Yes,Public,Very High,8,10194,L,,https://www.topuniversities.com/universities/mcgill-university,"BSC:
- GPA: 3.7+
- GRE: 321+
- GMAT: 675+
- ACT: 33+
- SAT: 1460+
- International Baccalaureate: 41+
- PTE Academic: 65+
- Cambridge CAE Advanced: 193+
- TOEFL: 79+
- IELTS: 6.5+

MSC:
- GPA: 3+
- IELTS: 6.5+
- TOEFL: 86+",Montreal,"27,447 - 67,572",CAD,0.73,27447,67572,47509.5,20036.31,49327.56,34681.935
27,Australian National University (ANU),"Acton Campus, Canberra, Australia +4",Australia,3,30,30,Yes,Public,Very High,10,6958,L,,https://www.topuniversities.com/universities/australian-national-university-anu,"BSC:
- SAT: 1170+
- ATAR: 80+
- IELTS: 6.5+
- TOEFL: 80+

MSC:
- GMAT: 550+
- GPA: 4+
- IELTS: 6.5+
- TOEFL: 80+",Canberra,"27,916 - 59,750",AUD,0.66,27916,59750,43833,18424.56,39435,28929.78
28,Seoul National University,"Gwanak Campus, Seoul, South Korea +1",South Korea,90,31,31,,Public,Very High,7,3004,L,"3,721",https://www.topuniversities.com/universities/seoul-national-university,,Seoul,6034163,KRW,0.00073,6034163,6034163,6034163,4404.93899,4404.93899,4404.93899
29,Johns Hopkins University,"Homewood Campus, Baltimore, United States +4",United States,104,32,32,Yes,Private,Very High,3,6724,L,"4,987",https://www.topuniversities.com/universities/johns-hopkins-university,"BSC:
- SAT: 1520+
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GMAT: 650+
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+",Baltimore,64730,USD,1,64730,64730,64730,64730,64730,64730
30,The University of Tokyo,"7-3-1, Hongo, Tokyo, JP Tokyo, Japan",Japan,47,32,32,,Public,Very High,6,4604,L,"4,570",https://www.topuniversities.com/universities/university-tokyo,,JP Tokyo,642960,JPY,0.0064,642960,642960,642960,4114.944,4114.944,4114.944
31,Columbia University,"Morningside Height Campus New York City, United States",United States,104,34,34,Yes,Private,Very High,4,12225,XL,"7,996",https://www.topuniversities.com/universities/columbia-university,"BSC:
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GMAT: 530+
- GPA: 3.2+
- IELTS: 7+
- TOEFL: 100+",Morningside Height Campus New York City,68000,USD,1,68000,68000,68000,68000,68000,68000
32,The University of Manchester,"The University of Manchester Manchester, United Kingdom",United Kingdom,103,34,34,Yes,Public,Very High,9,19074,XL,,https://www.topuniversities.com/universities/university-manchester,"BSC:
- TOEFL: 80+
- IELTS: 6+
- SAT: 1290+

MSC:
- TOEFL: 90+
- IELTS: 6.5+
- GPA: 2.7+",The University of Manchester Manchester,20000-30000,GBP,1.25,20000,30000,25000,25000,37500,31250
33,The Chinese University of Hong Kong (CUHK),"CUHK, Hong Kong, Hong Kong SAR +1",Hong Kong SAR,36,36,36,,Public,Very High,8,6250,L,,https://www.topuniversities.com/universities/chinese-university-hong-kong-cuhk,"BSC:
- International Baccalaureate: 30+
- IELTS: 6.5+
- TOEFL: 79+

MSC:
- TOEFL: 79+
- IELTS: 6.5+
- Bachelor GPA: 3+",Hong Kong,178000,HKD,0.13,178000,178000,178000,23140,23140,23140
34,Monash University,"Gippsland, Churchill, Australia +11",Australia,3,37,37,Yes,Public,Very High,16,30018,XL,"3,482",https://www.topuniversities.com/universities/monash-university,"BSC:
- ATAR: 60+
- IELTS: 6+
- TOEFL: 79+

MSC:
- GPA: 5+
- IELTS: 6+
- TOEFL: 79+",Churchill,"30,000 - 92,200",AUD,0.66,30000,92200,61100,19800,60852,40326
35,University of British Columbia,"UBC Vancouver Campus, Vancouver, Canada +1",Canada,14,38,38,Yes,Public,Very High,13,16228,XL,"4,541",https://www.topuniversities.com/universities/university-british-columbia,"BSC:
- IELTS: 6.5+
- TOEFL: 90+

MSC:
- TOEFL: 90+
- GMAT: 650+
- GRE: 320+
- GPA: 3.3+
- IELTS: 6.5+",Vancouver,"49,433.70 - 64,651.30",CAD,0.73,49433.7,64651.3,57042.5,36086.601,47195.449,41641.025
36,Fudan University,"220 Handan Road, Yang Pu, Shanghai, CN Shanghai, China (Mainland)",China (Mainland),16,39,39,,Public,Very High,7,5886,XL,"4,840",https://www.topuniversities.com/universities/fudan-university,,CN Shanghai,80000,CNY,0.14,80000,80000,80000,11200,11200,11200
37,King's College London,"Strand Campus, London, United Kingdom +6",United Kingdom,103,40,40,Yes,Public,Very High,8,15174,XL,"4,526",https://www.topuniversities.com/universities/kings-college-london,"BSC:
- ATAR: 92+
- IELTS: 6+
- TOEFL: 80+

MSC:
- GPA: 2.7+
- IELTS: 6.5+
- TOEFL: 90+",London,28961,GBP,1.25,28961,28961,28961,36201.25,36201.25,36201.25
38,The University of Queensland,"St Lucia Campus, Brisbane City, Australia +2",Australia,3,40,40,Yes,Public,Very High,12,23022,XL,,https://www.topuniversities.com/universities/university-queensland,"BSC:
- SAT: 1000+
- GPA: 4+
- ATAR: 73.9+
- IELTS: 6.5+
- TOEFL: 87+

MSC:
- GMAT: 550+
- GPA: 4+
- IELTS: 6.5+
- TOEFL: 87+",Brisbane City,30000,AUD,0.66,30000,30000,30000,19800,19800,19800
39,"University of California, Los Angeles (UCLA)","University of California, Los Angeles (UCLA) Los Angeles, United States",United States,104,42,42,,Public,Very High,10,6530,XL,"4,556",https://www.topuniversities.com/universities/university-california-los-angeles-ucla,"BSC:
- SAT: 1370+
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GMAT: 680+
- GPA: 3+
- IELTS: 7+
- TOEFL: 87+",Los Angeles (UCLA) Los Angeles,15154,USD,1,15154,15154,15154,15154,15154,15154
40,New York University (NYU),"New York City Campus, New York City, United States +1",United States,104,43,43,Yes,Private,Very High,9,22407,XL,"5,348",https://www.topuniversities.com/universities/new-york-university-nyu,"BSC:
- SAT: 1290+
- IELTS: 7.5+
- TOEFL: 100+

MSC:
- GMAT: 660+
- GPA: 3.1+
- IELTS: 7.5+
- TOEFL: 100+",New York City,64500,USD,1,64500,64500,64500,64500,64500,64500
41,University of Michigan-Ann Arbor,"Ann Arbor Campus Ann Arbor, United States",United States,104,44,44,,Public,Very High,7,10205,XL,"7,335",https://www.topuniversities.com/universities/university-michigan-ann-arbor,"BSC:
- GPA: 0+
- IELTS: 7+
- TOEFL: 100+

MSC:
- TOEFL: 84+
- IELTS: 6.5+",Ann Arbor Campus Ann Arbor,60946,USD,1,60946,60946,60946,60946,60946,60946
42,Shanghai Jiao Tong University,"800 Dong Chuan Road, Shanghai, CN, Shanghai, China (Mainland) +1",China (Mainland),16,45,45,,Public,Very High,8,4364,XL,"4,895",https://www.topuniversities.com/universities/shanghai-jiao-tong-university,,Shanghai,24800,CNY,0.14,24800,24800,24800,3472,3472,3472
43,Institut Polytechnique de Paris,"Institut Polytechnique de Paris Palaiseau Cedex, France",France,31,46,46,Yes,Public,Very High,5,2463,M,,https://www.topuniversities.com/universities/institut-polytechnique-de-paris,"BSC:
- IELTS: 6.5+
- TOEFL: 90+
- Cambridge CAE Advanced: 176+
- GPA: 3.2+",Institut Polytechnique de Paris Palaiseau Cedex,18800,EUR,1.08,18800,18800,18800,20304,20304,20304
44,The Hong Kong University of Science and Technology,"The Hong Kong University of Science and Technology, Hong Kong, Hong Kong SAR +1",Hong Kong SAR,36,47,47,Yes,Public,Very High,8,3542,M,,https://www.topuniversities.com/universities/hong-kong-university-science-technology,"BSC:
- IELTS: 6.5+
- TOEFL: 80+

MSC:
- IELTS: 6.5+
- TOEFL: 80+",Hong Kong,185000,HKD,0.13,185000,185000,185000,24050,24050,24050
45,Zhejiang University,"Zijingang Campus, Hangzhou, China (Mainland)",China (Mainland),16,47,47,,Public,Very High,11,6469,XL,"5,079",https://www.topuniversities.com/universities/zhejiang-university,,Hangzhou,"19,800 - 42,800",CNY,0.14,19800,42800,31300,2772,5992,4382
46,Delft University of Technology,"TU Delft Campus, Delft, Netherlands +1",Netherlands,68,49,49,,Public,Very High,10,7334,L,"2,197",https://www.topuniversities.com/universities/delft-university-technology,,Delft,17310,EUR,1.08,17310,17310,17310,18694.8,18694.8,18694.8
47,Kyoto University,"Yoshida Campus Kyoto, Japan",Japan,47,50,50,,Public,Very High,6,2912,L,"3,918",https://www.topuniversities.com/universities/kyoto-university,,Yoshida Campus Kyoto,"535,800 - 804,000",JPY,0.0064,535800,804000,669900,3429.12,5145.6,4287.36
48,Northwestern University,"Evanston Campus, Evanston, United States +3",United States,104,50,50,Yes,Private,Very High,5,4540,L,"4,231",https://www.topuniversities.com/universities/northwestern-university,"BSC:
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GMAT: 590+
- GPA: 3+
- IELTS: 7+
- TOEFL: 100+",Evanston,69375,USD,1,69375,69375,69375,69375,69375,69375
49,The London School of Economics and Political Science (LSE),"Main Campus London, United Kingdom",United Kingdom,103,50,50,Yes,Public,Very High,10,8972,L,"1,267",https://www.topuniversities.com/universities/london-school-economics-political-science-lse,,Main Campus London,28100,GBP,1.25,28100,28100,28100,35125,35125,35125
50,KAIST - Korea Advanced Institute of Science & Technology,"373-1, Guseong-dong, Daejeon, KR, Daejeon, South Korea +1",South Korea,90,53,53,,Public,Very High,8,1019,M,"1,330",https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology,"BSC:
- IELTS: 6+
- TOEFL: 83+

MSC:
- Bachelor GPA: 3+
- TOEFL: 83+
- IELTS: 6+",Daejeon,3000000-8000000,KRW,0.00073,3000000,8000000,5500000,2190,5840,4015
51,University of Bristol,"Clifton Campus Bristol, United Kingdom",United Kingdom,103,54,54,Yes,Public,Very High,13,10149,L,,https://www.topuniversities.com/universities/university-bristol,"BSC:
- TOEFL: 90+
- IELTS: 6.5+
- PTE Academic: 67+
- Cambridge CAE Advanced: 168+

MSC:
- IELTS: 6.5+
- TOEFL: 90+
- PTE Academic: 67+
- Cambridge CAE Advanced: 168+",Clifton Campus Bristol,"24,800 - 30,400",GBP,1.25,24800,30400,27600,31000,38000,34500
52,University of Amsterdam,"UvA Student Service Desk, Amsterdam, Netherlands +3",Netherlands,68,55,55,Yes,Public,Very High,12,13521,XL,,https://www.topuniversities.com/universities/university-amsterdam,"BSC:
- IELTS: 6.5+
- TOEFL: 92+
- Cambridge CAE Advanced: 180+

MSC:
- GMAT: 600+
- GPA: 3.2+
- IELTS: 6.5+
- TOEFL: 92+",Amsterdam,2601,EUR,1.08,2601,2601,2601,2809.08,2809.08,2809.08
53,Yonsei University,"262, Seongsanno, Seoul, KR, Seoul, South Korea +2",South Korea,90,56,56,,Private,Very High,6,5113,L,"3,584",https://www.topuniversities.com/universities/yonsei-university,,Seoul,"4,299,000 - 8,163,000",KRW,0.00073,4299000,8163000,6231000,3138.27,5958.99,4548.63
54,The Hong Kong Polytechnic University,"Hung Hom, Kowloon, Hong Kong, HK Hong Kong, Hong Kong SAR",Hong Kong SAR,36,57,57,Yes,Public,Very High,8,7471,L,"2,692",https://www.topuniversities.com/universities/hong-kong-polytechnic-university,,HK Hong Kong,175000,HKD,0.13,175000,175000,175000,22750,22750,22750
55,Carnegie Mellon University,"Carnegie Mellon University, Pittsburgh, United States +16",United States,104,58,58,Yes,Private,Very High,10,6880,L,"1,592",https://www.topuniversities.com/universities/carnegie-mellon-university,"BSC:
- SAT: 1330+
- GPA: 3+
- IELTS: 7+
- TOEFL: 105+

MSC:
- GPA: 3+
- IELTS: 7+
- TOEFL: 88+",Pittsburgh,67020,USD,1,67020,67020,67020,67020,67020,67020
56,Ludwig-Maximilians-Universität München,"Geschwister-Scholl-Platz Campus, Munich, Germany +3",Germany,34,59,59,,Public,Very High,10,6570,XL,"3,518",https://www.topuniversities.com/universities/ludwig-maximilians-universitat-munchen,,Munich,0,EUR,1.08,0,0,0,0,0,0
57,Universiti Malaya (UM),"Kuala Lumpur Campus Kuala Lumpur, Malaysia",Malaysia,59,60,60,,Public,Very High,7,4349,L,"2,524",https://www.topuniversities.com/universities/universiti-malaya-um,,Kuala Lumpur Campus Kuala Lumpur,"65,100 - 655,000",MYR,0.21,65100,655000,360050,13671,137550,75610.5
58,Duke University,"Main Campus, Durham, United States +3",United States,104,61,61,Yes,Private,Very High,3,4305,L,"5,446",https://www.topuniversities.com/universities/duke-university,"BSC:
- SAT: 1490+
- IELTS: 7+
- TOEFL: 100+

MSC:
- GRE: 301+
- GPA: 3+
- IELTS: 7+
- TOEFL: 90+",Durham,70265,USD,1,70265,70265,70265,70265,70265,70265
59,City University of Hong Kong (CityUHK),"City University of Hong Kong Kowloon,, Hong Kong SAR",Hong Kong SAR,36,62,62,,,,6,5429,M,,https://www.topuniversities.com/universities/city-university-hong-kong-cityuhk,"BSC:
- TOEFL: 79+
- International Baccalaureate: 30+
- IELTS: 6.5+

MSC:
- TOEFL: 79+
- Bachelor GPA: 3+
- IELTS: 6.5+","City University of Hong Kong Kowloon,",170000,HKD,0.13,170000,170000,170000,22100,22100,22100
60,KU Leuven,"KU Leuven, Leuven, Belgium +5",Belgium,9,63,63,Yes,Public,Very High,17,10649,XL,"2,903",https://www.topuniversities.com/universities/ku-leuven,,Leuven,"1,651 - 7,771",EUR,1.08,1651,7771,4711,1783.08,8392.68,5087.88
61,Sorbonne University,"France Paris, France",France,31,63,63,,Public,Very High,9,8714,XL,"4,543",https://www.topuniversities.com/universities/sorbonne-university,,France Paris,0,EUR,1.08,0,0,0,0,0,0
62,The University of Auckland,"City Campus, Auckland, New Zealand +9",New Zealand,71,65,65,Yes,Public,Very High,14,9468,XL,,https://www.topuniversities.com/universities/university-auckland,"BSC:
- SAT: 1150+
- ATAR: 69.6+
- IELTS: 6+
- TOEFL: 80+

MSC:
- GMAT: 550+
- GPA: 2.4+
- IELTS: 6.5+
- TOEFL: 90+",Auckland,"38,310 - 86,561",NZD,0.6,38310,86561,62435.5,22986,51936.6,37461.3
63,University of Texas at Austin,"University of Texas at Austin Austin, United States",United States,104,66,66,,Public,Very High,17,5044,XL,"3,041",https://www.topuniversities.com/universities/university-texas-austin,"BSC:
- SAT: 1170+
- GPA: 3+
- IELTS: 6+
- TOEFL: 79+

MSC:
- GPA: 3+
- IELTS: 6+
- TOEFL: 79+",University of Texas at Austin Austin,"40,582 - 48,712",USD,1,40582,48712,44647,40582,48712,44647
64,Korea University,"145 Anam-Ro, Seongbuk-Gu, Seoul, KR Seoul, South Korea",South Korea,90,67,67,,Private,Very High,7,5100,L,"3,383",https://www.topuniversities.com/universities/korea-university,,KR Seoul,"5,300,000 - 7,100,000",KRW,0.00073,5300000,7100000,6200000,3869,5183,4526
65,National Taiwan University (NTU),"The Main Campus, Taipei, Taiwan +7",Taiwan,97,68,68,,Public,Very High,11,5360,XL,,https://www.topuniversities.com/universities/national-taiwan-university-ntu,"BSC:
- TOEFL: 71+
- IELTS: 5.5+",Taipei,100000-130000,TWD,0.17,100000,130000,115000,17000,22100,19550
66,The University of Warwick,"Central Campus, Coventry, United Kingdom +2",United Kingdom,103,69,69,Yes,Public,Very High,10,11557,L,"2,634",https://www.topuniversities.com/universities/university-warwick,"BSC:
- IELTS: 6+
- ATAR: 94.05+
- GPA: 3+
- SAT: 660+
- TOEFL: 87+

MSC:
- IELTS: 6.5+
- GPA: 2.7+
- TOEFL: 92+",Coventry,"26,290 - 53,460",GBP,1.25,26290,53460,39875,32862.5,66825,49843.75
67,University of Illinois Urbana-Champaign,"University of Illinois Urbana-Champaign Champaign, United States",United States,104,69,69,,Public,Very High,18,11694,XL,"2,794",https://www.topuniversities.com/universities/university-illinois-urbana-champaign,"BSC:
- SAT: 1270+
- GPA: 3+
- IELTS: 7+
- TOEFL: 102+

MSC:
- GMAT: 647+
- GRE: +
- GPA: 3+
- IELTS: 6+
- TOEFL: 79+",University of Illinois Urbana-Champaign Champaign,"39,392 - 49,742",USD,1,39392,49742,44567,39392,49742,44567
68,"University of California, San Diego (UCSD)","University of California, San Diego (UCSD) San Diego, United States",United States,104,72,72,,Public,Very High,9,8277,XL,"4,752",https://www.topuniversities.com/universities/university-california-san-diego-ucsd,"BSC:
- SAT: 1390+
- GPA: 3+
- IELTS: 7+
- TOEFL: 83+

MSC:
- GMAT: 668+
- GPA: 3+
- IELTS: 7+
- TOEFL: 85+",San Diego (UCSD) San Diego,34200,USD,1,34200,34200,34200,34200,34200,34200
69,Université Paris-Saclay,"Main Campus Gif-sur-Yvette,, France",France,31,73,73,Yes,Public,Very High,4,7736,XL,,https://www.topuniversities.com/universities/universite-paris-saclay,"BSC:
- TOEFL: 72+
- IELTS: 5.5+

MSC:
- TOEFL: 72+
- IELTS: 5.5+","Main Campus Gif-sur-Yvette,",2770-3770,EUR,1.08,2770,3770,3270,2991.6,4071.6,3531.6
70,KTH Royal Institute of Technology,"KTH campus, Stockholm, Sweden +4",Sweden,94,74,74,Yes,Public,Very High,8,3456,L,,https://www.topuniversities.com/universities/kth-royal-institute-technology,"BSC:
- International Baccalaureate: 24+
- Cambridge CAE Advanced: 180+
- IELTS: 6.5+
- TOEFL: 90+
- PTE Academic: 62+

MSC:
- Cambridge CAE Advanced: 180+
- TOEFL: 90+
- IELTS: 6.5+
- PTE Academic: 62+",Stockholm,423000,SEK,0.094,423000,423000,423000,39762,39762,39762
71,Lund University,"Lund Campus, Lund, Sweden +2",Sweden,94,75,75,Yes,Public,Very High,7,6365,L,,https://www.topuniversities.com/universities/lund-university,"BSC:
- International Baccalaureate: 30+
- TOEFL: 90+
- IELTS: 8.5+

MSC:
- Bachelor GPA: 3+
- IELTS: 6.5+
- TOEFL: 90+",Lund,"115,000 - 205,000",SEK,0.094,115000,205000,160000,10810,19270,15040
72,University of Washington,"Seattle Campus, Seattle, United States +2",United States,104,76,76,,Public,Very High,6,7909,XL,"8,220",https://www.topuniversities.com/universities/university-washington,"BSC:
- SAT: 1310+
- GPA: 3+
- IELTS: 6+
- TOEFL: 76+

MSC:
- GMAT: 650+
- GPA: 3+
- TOEFL: 120+",Seattle,43404,USD,1,43404,43404,43404,43404,43404,43404
73,The University of Western Australia,"UWA Perth, Perth, Australia +2",Australia,3,77,77,Yes,Public,Very High,15,9276,L,"1,284",https://www.topuniversities.com/universities/university-western-australia,"BSC:
- TOEFL: 82+
- IELTS: 6.5+
- SAT: 1150+
- ATAR: 80+

MSC:
- GPA: 5+
- TOEFL: 82+
- GMAT: 550+
- IELTS: 6.5+",Perth,"36,800 - 52,000",AUD,0.66,36800,52000,44400,24288,34320,29304
74,University of Glasgow,"Gilmorehill Campus (Main), Glasgow, United Kingdom +3",United Kingdom,103,78,78,Yes,Public,Very High,10,16414,XL,"3,744",https://www.topuniversities.com/universities/university-glasgow,"BSC:
- IELTS: 6.5+
- TOEFL: 90+
- GPA: 3.5+
- SAT: 1280+

MSC:
- GMAT: 580+
- GPA: 3+
- IELTS: 6.5+
- TOEFL: 90+",Glasgow,22740,GBP,1.25,22740,22740,22740,28425,28425,28425
75,Brown University,"Brown University Providence, United States",United States,104,79,79,Yes,Private,Very High,7,2384,M,"1,576",https://www.topuniversities.com/universities/brown-university,,Brown University Providence,74650,USD,1,74650,74650,74650,74650,74650,74650
76,University of Birmingham,"Edgbaston Campus, Birmingham, United Kingdom",United Kingdom,103,80,80,Yes,Public,Very High,10,11067,XL,"3,354",https://www.topuniversities.com/universities/university-birmingham,"BSC:
- SAT: 1320+
- IELTS: 6+
- TOEFL: 80+

MSC:
- GPA: 2.8+
- IELTS: 6+
- TOEFL: 80+",Birmingham,"22,850 - 50,360",GBP,1.25,22850,50360,36605,28562.5,62950,45756.25
77,University of Southampton,"Highfield Campus, Southampton, United Kingdom +1",United Kingdom,103,80,80,Yes,Public,Very High,14,10080,L,"1,750",https://www.topuniversities.com/universities/university-southampton,"BSC:
- TOEFL: 81+
- IELTS: 6+",Southampton,"11,700 - 59,400",GBP,1.25,11700,59400,35550,14625,74250,44437.5
78,The University of Adelaide,"Roseworthy Campus, Roseworthy, Australia +3",Australia,3,82,82,Yes,Public,Very High,12,10097,L,"1,826",https://www.topuniversities.com/universities/university-adelaide,"BSC:
- SAT: 1090+
- GPA: 4+
- IELTS: 6+
- TOEFL: 76+

MSC:
- GPA: 4+
- IELTS: 6.5+",Roseworthy,"38,000 - 45,000",AUD,0.66,38000,45000,41500,25080,29700,27390
79,University of Leeds,"Leeds, GB Leeds, United Kingdom",United Kingdom,103,82,82,Yes,Public,Very High,10,11594,XL,"3,537",https://www.topuniversities.com/universities/university-leeds,"BSC:
- SAT: 1290+
- ATAR: 86+
- IELTS: 6+
- TOEFL: 87+

MSC:
- SAT: 1290+
- GPA: 2.5+
- IELTS: 6.5+
- TOEFL: 87+",GB Leeds,"16,000 - 35,000",GBP,1.25,16000,35000,25500,20000,43750,31875
80,Universität Heidelberg,"Grabengasse 1 Heidelberg, Germany",Germany,34,84,84,,Public,Very High,5,4517,L,,https://www.topuniversities.com/universities/universitat-heidelberg,"BSC:
- Bachelor GPA: 2.7+
- IELTS: 6.5+
- TOEFL: 90+",Grabengasse 1 Heidelberg,3000,EUR,1.08,3000,3000,3000,3240,3240,3240
81,Tokyo Institute of Technology (Tokyo Tech),"Ookayama Campus, Tokyo, Japan +2",Japan,47,84,84,Yes,Public,Very High,7,1667,M,,https://www.topuniversities.com/universities/tokyo-institute-technology-tokyo-tech,"BSC:
- IELTS: 6.5+
- TOEFL: 78+
- International Baccalaureate: 33+
- GPA: 3+",Tokyo,635400,JPY,0.0064,635400,635400,635400,4066.56,4066.56,4066.56
82,Osaka University,"Suita Osaka City, Japan",Japan,47,86,86,,Public,Very High,10,2293,L,"2,131",https://www.topuniversities.com/universities/osaka-university,,Suita Osaka City,535800,JPY,0.0064,535800,535800,535800,3429.12,3429.12,3429.12
83,"Trinity College Dublin, The University of Dublin","Trinity College Dublin, Ireland",Ireland,43,87,87,,Public,Very High,12,5921,L,,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin,"BSC:
- IELTS: 6.5+
- TOEFL: 90+
- ATAR: 90+
- SAT: 1290+

MSC:
- GPA: 3.3+
- IELTS: 6.5+
- TOEFL: 88+",Trinity College Dublin,"18,670 - 57,000",EUR,1.08,18670,57000,37835,20163.6,61560,40861.8
84,University of Technology Sydney,"UTS City Campus, Haymarket, Australia +3",Australia,3,88,88,Yes,Public,Very High,15,8009,L,,https://www.topuniversities.com/universities/university-technology-sydney,"BSC:
- SAT: 1090+
- GPA: 2.75+
- ATAR: 70+
- IELTS: 6+
- TOEFL: 60+

MSC:
- GMAT: 550+
- GPA: 2.75+
- IELTS: 6.5+
- TOEFL: 79+",Haymarket,"46,900 - 62,800",AUD,0.66,46900,62800,54850,30954,41448,36201
85,Durham University,"Durham University, The Palatine Centre, Durham, GB, Durham, United Kingdom +4",United Kingdom,103,89,89,Yes,Public,Very High,11,6841,L,"1,958",https://www.topuniversities.com/universities/durham-university,,Durham,"25,500 - 27,900",GBP,1.25,25500,27900,26700,31875,34875,33375
